SA1_CODE_DIV,DIVISION,SA2_CODE,SA2_NAME,SA1_CODE,SA1_7_CODE,ACTUAL,PROJECTED
30102101312-BOW,BOWMAN,301021013,Victoria Point,30102101312,3101312,432,424
30102101313-BOW,BOWMAN,301021013,Victoria Point,30102101313,3101313,363,369
30102101314-BOW,BOWMAN,301021013,Victoria Point,30102101314,3101314,440,445
30102101315-BOW,BOWMAN,301021013,Victoria Point,30102101315,3101315,472,461
30102101316-BOW,BOWMAN,301021013,Victoria Point,30102101316,3101316,343,341
30102101318-BOW,BOWMAN,301021013,Victoria Point,30102101318,3101318,392,387
30102101319-BOW,BOWMAN,301021013,Victoria Point,30102101319,3101319,375,359
30102101320-BOW,BOWMAN,301021013,Victoria Point,30102101320,3101320,358,361
30102101321-BOW,BOWMAN,301021013,Victoria Point,30102101321,3101321,180,178
30102101322-BOW,BOWMAN,301021013,Victoria Point,30102101322,3101322,403,399
30102101323-BOW,BOWMAN,301021013,Victoria Point,30102101323,3101323,0,0
30102101324-BOW,BOWMAN,301021013,Victoria Point,30102101324,3101324,355,356
30102101325-BOW,BOWMAN,301021013,Victoria Point,30102101325,3101325,264,267
30102101326-BOW,BOWMAN,301021013,Victoria Point,30102101326,3101326,232,243
30102101327-BOW,BOWMAN,301021013,Victoria Point,30102101327,3101327,376,382
30102101329-BOW,BOWMAN,301021013,Victoria Point,30102101329,3101329,209,206
30102101330-BOW,BOWMAN,301021013,Victoria Point,30102101330,3101330,383,387
30102101331-BOW,BOWMAN,301021013,Victoria Point,30102101331,3101331,270,277
30102101332-BOW,BOWMAN,301021013,Victoria Point,30102101332,3101332,340,331
30102101333-BOW,BOWMAN,301021013,Victoria Point,30102101333,3101333,188,197
30102101334-BOW,BOWMAN,301021013,Victoria Point,30102101334,3101334,406,389
30102101335-BOW,BOWMAN,301021013,Victoria Point,30102101335,3101335,324,347
30102101336-BOW,BOWMAN,301021013,Victoria Point,30102101336,3101336,259,257
30102101337-BOW,BOWMAN,301021013,Victoria Point,30102101337,3101337,186,186
30102101338-BOW,BOWMAN,301021013,Victoria Point,30102101338,3101338,272,292
30102101339-BOW,BOWMAN,301021013,Victoria Point,30102101339,3101339,170,172
30103101401-BON,BONNER,301031014,Brisbane Port - Lytton,30103101401,3101401,8,8
30103101402-BON,BONNER,301031014,Brisbane Port - Lytton,30103101402,3101402,0,0
30103101501-BON,BONNER,301031015,Manly - Lota,30103101501,3101501,193,194
30103101502-BON,BONNER,301031015,Manly - Lota,30103101502,3101502,416,415
30103101503-BON,BONNER,301031015,Manly - Lota,30103101503,3101503,315,325
30103101504-BON,BONNER,301031015,Manly - Lota,30103101504,3101504,403,421
30103101505-BON,BONNER,301031015,Manly - Lota,30103101505,3101505,312,325
30103101506-BON,BONNER,301031015,Manly - Lota,30103101506,3101506,223,233
30103101507-BON,BONNER,301031015,Manly - Lota,30103101507,3101507,187,185
30103101508-BON,BONNER,301031015,Manly - Lota,30103101508,3101508,345,343
30103101509-BON,BONNER,301031015,Manly - Lota,30103101509,3101509,340,352
30103101510-BON,BONNER,301031015,Manly - Lota,30103101510,3101510,340,330
30103101511-BON,BONNER,301031015,Manly - Lota,30103101511,3101511,109,111
30103101512-BON,BONNER,301031015,Manly - Lota,30103101512,3101512,460,476
30103101513-BON,BONNER,301031015,Manly - Lota,30103101513,3101513,313,321
30103101514-BON,BONNER,301031015,Manly - Lota,30103101514,3101514,316,329
30103101515-BON,BONNER,301031015,Manly - Lota,30103101515,3101515,336,346
30103101516-BON,BONNER,301031015,Manly - Lota,30103101516,3101516,332,344
30103101517-BON,BONNER,301031015,Manly - Lota,30103101517,3101517,444,461
30103101518-BON,BONNER,301031015,Manly - Lota,30103101518,3101518,266,264
30103101519-BON,BONNER,301031015,Manly - Lota,30103101519,3101519,382,387
30103101601-BON,BONNER,301031016,Manly West,30103101601,3101601,506,524
30103101602-BON,BONNER,301031016,Manly West,30103101602,3101602,460,473
30103101603-BON,BONNER,301031016,Manly West,30103101603,3101603,741,751
30103101604-BON,BONNER,301031016,Manly West,30103101604,3101604,338,342
30103101605-BON,BONNER,301031016,Manly West,30103101605,3101605,509,504
30103101606-BON,BONNER,301031016,Manly West,30103101606,3101606,364,379
30103101607-BON,BONNER,301031016,Manly West,30103101607,3101607,334,339
30103101608-BON,BONNER,301031016,Manly West,30103101608,3101608,207,213
30103101609-BON,BONNER,301031016,Manly West,30103101609,3101609,344,332
30103101610-BON,BONNER,301031016,Manly West,30103101610,3101610,342,351
30103101611-BON,BONNER,301031016,Manly West,30103101611,3101611,320,328
30103101612-BON,BONNER,301031016,Manly West,30103101612,3101612,352,384
30103101613-BON,BONNER,301031016,Manly West,30103101613,3101613,465,472
30103101614-BON,BONNER,301031016,Manly West,30103101614,3101614,181,180
30103101615-BON,BONNER,301031016,Manly West,30103101615,3101615,298,303
30103101616-BON,BONNER,301031016,Manly West,30103101616,3101616,282,278
30103101617-BON,BONNER,301031016,Manly West,30103101617,3101617,408,394
30103101618-BON,BONNER,301031016,Manly West,30103101618,3101618,250,252
30103101619-BON,BONNER,301031016,Manly West,30103101619,3101619,409,405
30103101620-BON,BONNER,301031016,Manly West,30103101620,3101620,199,199
30103101621-BON,BONNER,301031016,Manly West,30103101621,3101621,234,235
30103101622-BON,BONNER,301031016,Manly West,30103101622,3101622,348,346
30103101623-BON,BONNER,301031016,Manly West,30103101623,3101623,368,379
30103101624-BON,BONNER,301031016,Manly West,30103101624,3101624,477,482
30103101701-BON,BONNER,301031017,Murarrie,30103101701,3101701,18,19
30103101702-GRI,GRIFFITH,301031017,Murarrie,30103101702,3101702,503,549
30103101703-GRI,GRIFFITH,301031017,Murarrie,30103101703,3101703,378,391
30103101704-GRI,GRIFFITH,301031017,Murarrie,30103101704,3101704,299,315
30103101705-GRI,GRIFFITH,301031017,Murarrie,30103101705,3101705,169,183
30103101706-BON,BONNER,301031017,Murarrie,30103101706,3101706,160,163
30103101708-BON,BONNER,301031017,Murarrie,30103101708,3101708,240,247
30103101709-BON,BONNER,301031017,Murarrie,30103101709,3101709,273,292
30103101710-BON,BONNER,301031017,Murarrie,30103101710,3101710,434,439
30103101711-BON,BONNER,301031017,Murarrie,30103101711,3101711,253,249
30103101712-BON,BONNER,301031017,Murarrie,30103101712,3101712,252,262
30103101713-BON,BONNER,301031017,Murarrie,30103101713,3101713,222,239
30103101714-BON,BONNER,301031017,Murarrie,30103101714,3101714,242,254
30103101801-BON,BONNER,301031018,Tingalpa,30103101801,3101801,296,292
30103101802-BON,BONNER,301031018,Tingalpa,30103101802,3101802,442,454
30103101803-BON,BONNER,301031018,Tingalpa,30103101803,3101803,286,281
30103101804-BON,BONNER,301031018,Tingalpa,30103101804,3101804,360,355
30103101805-BON,BONNER,301031018,Tingalpa,30103101805,3101805,368,376
30103101806-BON,BONNER,301031018,Tingalpa,30103101806,3101806,394,393
30103101807-BON,BONNER,301031018,Tingalpa,30103101807,3101807,365,363
30103101808-BON,BONNER,301031018,Tingalpa,30103101808,3101808,310,313
30103101809-BON,BONNER,301031018,Tingalpa,30103101809,3101809,328,323
30103101810-BON,BONNER,301031018,Tingalpa,30103101810,3101810,266,260
30103101811-BON,BONNER,301031018,Tingalpa,30103101811,3101811,463,447
30103101812-BON,BONNER,301031018,Tingalpa,30103101812,3101812,287,300
30103101813-BON,BONNER,301031018,Tingalpa,30103101813,3101813,172,177
30103101814-BON,BONNER,301031018,Tingalpa,30103101814,3101814,191,194
30103101815-BON,BONNER,301031018,Tingalpa,30103101815,3101815,371,356
30103101816-BON,BONNER,301031018,Tingalpa,30103101816,3101816,256,252
30103101817-BON,BONNER,301031018,Tingalpa,30103101817,3101817,157,158
30103101818-BON,BONNER,301031018,Tingalpa,30103101818,3101818,340,341
30103101819-BON,BONNER,301031018,Tingalpa,30103101819,3101819,445,448
30103101820-BON,BONNER,301031018,Tingalpa,30103101820,3101820,255,257
30103101821-BON,BONNER,301031018,Tingalpa,30103101821,3101821,0,0
30103101822-BON,BONNER,301031018,Tingalpa,30103101822,3101822,186,182
30103101823-BON,BONNER,301031018,Tingalpa,30103101823,3101823,2,2
30103101824-BON,BONNER,301031018,Tingalpa,30103101824,3101824,3,3
30103101904-BON,BONNER,301031019,Wakerley,30103101904,3101904,479,485
30103101905-BON,BONNER,301031019,Wakerley,30103101905,3101905,230,243
30103101906-BON,BONNER,301031019,Wakerley,30103101906,3101906,275,276
30103101908-BON,BONNER,301031019,Wakerley,30103101908,3101908,196,200
30103101909-BON,BONNER,301031019,Wakerley,30103101909,3101909,233,235
30103101910-BON,BONNER,301031019,Wakerley,30103101910,3101910,280,298
30103101912-BON,BONNER,301031019,Wakerley,30103101912,3101912,0,0
30103101913-BON,BONNER,301031019,Wakerley,30103101913,3101913,291,301
30103101914-BON,BONNER,301031019,Wakerley,30103101914,3101914,219,227
30103101915-BON,BONNER,301031019,Wakerley,30103101915,3101915,410,414
30103101916-BON,BONNER,301031019,Wakerley,30103101916,3101916,293,306
30103101917-BON,BONNER,301031019,Wakerley,30103101917,3101917,308,320
30103101918-BON,BONNER,301031019,Wakerley,30103101918,3101918,443,439
30103101919-BON,BONNER,301031019,Wakerley,30103101919,3101919,384,424
30103101920-BON,BONNER,301031019,Wakerley,30103101920,3101920,207,227
30103101921-BON,BONNER,301031019,Wakerley,30103101921,3101921,289,310
30103101922-BON,BONNER,301031019,Wakerley,30103101922,3101922,396,386
30103101923-BON,BONNER,301031019,Wakerley,30103101923,3101923,337,352
30103101924-BON,BONNER,301031019,Wakerley,30103101924,3101924,653,677
30103101925-BON,BONNER,301031019,Wakerley,30103101925,3101925,378,368
30103102001-BON,BONNER,301031020,Wynnum,30103102001,3102001,376,381
30103102002-BON,BONNER,301031020,Wynnum,30103102002,3102002,446,465
30103102003-BON,BONNER,301031020,Wynnum,30103102003,3102003,321,339
30103102004-BON,BONNER,301031020,Wynnum,30103102004,3102004,481,488
30103102007-BON,BONNER,301031020,Wynnum,30103102007,3102007,252,262
30103102008-BON,BONNER,301031020,Wynnum,30103102008,3102008,361,371
30103102009-BON,BONNER,301031020,Wynnum,30103102009,3102009,365,388
30103102011-BON,BONNER,301031020,Wynnum,30103102011,3102011,328,344
30103102012-BON,BONNER,301031020,Wynnum,30103102012,3102012,262,272
30103102013-BON,BONNER,301031020,Wynnum,30103102013,3102013,247,257
30103102014-BON,BONNER,301031020,Wynnum,30103102014,3102014,398,410
30103102015-BON,BONNER,301031020,Wynnum,30103102015,3102015,359,373
30103102016-BON,BONNER,301031020,Wynnum,30103102016,3102016,303,303
30103102017-BON,BONNER,301031020,Wynnum,30103102017,3102017,479,499
30103102018-BON,BONNER,301031020,Wynnum,30103102018,3102018,294,287
30103102019-BON,BONNER,301031020,Wynnum,30103102019,3102019,548,563
30103102020-BON,BONNER,301031020,Wynnum,30103102020,3102020,404,417
30103102021-BON,BONNER,301031020,Wynnum,30103102021,3102021,295,308
30103102023-BON,BONNER,301031020,Wynnum,30103102023,3102023,267,278
30103102024-BON,BONNER,301031020,Wynnum,30103102024,3102024,346,349
30103102025-BON,BONNER,301031020,Wynnum,30103102025,3102025,227,228
30103102026-BON,BONNER,301031020,Wynnum,30103102026,3102026,200,195
30103102027-BON,BONNER,301031020,Wynnum,30103102027,3102027,365,374
30103102028-BON,BONNER,301031020,Wynnum,30103102028,3102028,422,432
30103102029-BON,BONNER,301031020,Wynnum,30103102029,3102029,0,0
30103102030-BON,BONNER,301031020,Wynnum,30103102030,3102030,294,314
30103102031-BON,BONNER,301031020,Wynnum,30103102031,3102031,202,213
30103102032-BON,BONNER,301031020,Wynnum,30103102032,3102032,249,268
30103102033-BON,BONNER,301031020,Wynnum,30103102033,3102033,250,261
30103102034-BON,BONNER,301031020,Wynnum,30103102034,3102034,316,325
30103102035-BON,BONNER,301031020,Wynnum,30103102035,3102035,287,310
30103102036-BON,BONNER,301031020,Wynnum,30103102036,3102036,379,383
30103102037-BON,BONNER,301031020,Wynnum,30103102037,3102037,380,404
30103102038-BON,BONNER,301031020,Wynnum,30103102038,3102038,456,460
30103102101-BON,BONNER,301031021,Wynnum West - Hemmant,30103102101,3102101,323,333
30103102102-BON,BONNER,301031021,Wynnum West - Hemmant,30103102102,3102102,319,339
30103102103-BON,BONNER,301031021,Wynnum West - Hemmant,30103102103,3102103,414,427
30103102104-BON,BONNER,301031021,Wynnum West - Hemmant,30103102104,3102104,322,331
30103102105-BON,BONNER,301031021,Wynnum West - Hemmant,30103102105,3102105,239,260
30103102106-BON,BONNER,301031021,Wynnum West - Hemmant,30103102106,3102106,298,320
30103102107-BON,BONNER,301031021,Wynnum West - Hemmant,30103102107,3102107,562,566
30103102108-BON,BONNER,301031021,Wynnum West - Hemmant,30103102108,3102108,321,334
30103102109-BON,BONNER,301031021,Wynnum West - Hemmant,30103102109,3102109,305,298
30103102110-BON,BONNER,301031021,Wynnum West - Hemmant,30103102110,3102110,290,327
30103102111-BON,BONNER,301031021,Wynnum West - Hemmant,30103102111,3102111,310,324
30103102112-BON,BONNER,301031021,Wynnum West - Hemmant,30103102112,3102112,6,6
30103102113-BON,BONNER,301031021,Wynnum West - Hemmant,30103102113,3102113,293,298
30103102114-BON,BONNER,301031021,Wynnum West - Hemmant,30103102114,3102114,322,334
30103102115-BON,BONNER,301031021,Wynnum West - Hemmant,30103102115,3102115,321,339
30103102116-BON,BONNER,301031021,Wynnum West - Hemmant,30103102116,3102116,356,371
30103102117-BON,BONNER,301031021,Wynnum West - Hemmant,30103102117,3102117,197,204
30103102118-BON,BONNER,301031021,Wynnum West - Hemmant,30103102118,3102118,336,342
30103102119-BON,BONNER,301031021,Wynnum West - Hemmant,30103102119,3102119,256,266
30103102120-BON,BONNER,301031021,Wynnum West - Hemmant,30103102120,3102120,307,333
30103102121-BON,BONNER,301031021,Wynnum West - Hemmant,30103102121,3102121,265,277
30103102122-BON,BONNER,301031021,Wynnum West - Hemmant,30103102122,3102122,158,161
30103102124-BON,BONNER,301031021,Wynnum West - Hemmant,30103102124,3102124,428,445
30103102125-BON,BONNER,301031021,Wynnum West - Hemmant,30103102125,3102125,244,249
30103102126-BON,BONNER,301031021,Wynnum West - Hemmant,30103102126,3102126,274,277
30103102127-BON,BONNER,301031021,Wynnum West - Hemmant,30103102127,3102127,285,290
30103102128-BON,BONNER,301031021,Wynnum West - Hemmant,30103102128,3102128,243,261
30103102129-BON,BONNER,301031021,Wynnum West - Hemmant,30103102129,3102129,437,457
30103102130-BON,BONNER,301031021,Wynnum West - Hemmant,30103102130,3102130,441,447
30103102131-BON,BONNER,301031021,Wynnum West - Hemmant,30103102131,3102131,245,240
30103102132-BON,BONNER,301031021,Wynnum West - Hemmant,30103102132,3102132,308,316
30103102133-BON,BONNER,301031021,Wynnum West - Hemmant,30103102133,3102133,379,392
30103102134-BON,BONNER,301031021,Wynnum West - Hemmant,30103102134,3102134,189,188
30103102135-BON,BONNER,301031021,Wynnum West - Hemmant,30103102135,3102135,193,206
30103102136-BON,BONNER,301031021,Wynnum West - Hemmant,30103102136,3102136,111,112
30103102137-BON,BONNER,301031021,Wynnum West - Hemmant,30103102137,3102137,602,613
30103102138-BON,BONNER,301031021,Wynnum West - Hemmant,30103102138,3102138,190,198
30103102139-BON,BONNER,301031021,Wynnum West - Hemmant,30103102139,3102139,185,185
30103102140-BON,BONNER,301031021,Wynnum West - Hemmant,30103102140,3102140,223,234
30201102201-PET,PETRIE,302011022,Bald Hills,30201102201,3102201,5,5
30201102202-PET,PETRIE,302011022,Bald Hills,30201102202,3102202,0,0
30201102205-PET,PETRIE,302011022,Bald Hills,30201102205,3102205,302,307
30201102206-PET,PETRIE,302011022,Bald Hills,30201102206,3102206,237,234
30201102207-PET,PETRIE,302011022,Bald Hills,30201102207,3102207,291,293
30201102208-PET,PETRIE,302011022,Bald Hills,30201102208,3102208,262,264
30201102209-PET,PETRIE,302011022,Bald Hills,30201102209,3102209,219,218
30201102210-PET,PETRIE,302011022,Bald Hills,30201102210,3102210,275,288
30201102212-PET,PETRIE,302011022,Bald Hills,30201102212,3102212,221,224
30201102213-PET,PETRIE,302011022,Bald Hills,30201102213,3102213,222,219
30201102214-PET,PETRIE,302011022,Bald Hills,30201102214,3102214,222,220
30201102215-PET,PETRIE,302011022,Bald Hills,30201102215,3102215,425,439
30201102217-PET,PETRIE,302011022,Bald Hills,30201102217,3102217,208,214
30201102219-PET,PETRIE,302011022,Bald Hills,30201102219,3102219,6,6
30201102220-PET,PETRIE,302011022,Bald Hills,30201102220,3102220,0,0
30201102221-PET,PETRIE,302011022,Bald Hills,30201102221,3102221,324,328
30201102222-PET,PETRIE,302011022,Bald Hills,30201102222,3102222,294,292
30201102223-PET,PETRIE,302011022,Bald Hills,30201102223,3102223,252,269
30201102224-PET,PETRIE,302011022,Bald Hills,30201102224,3102224,371,388
30201102225-PET,PETRIE,302011022,Bald Hills,30201102225,3102225,250,271
30201102226-PET,PETRIE,302011022,Bald Hills,30201102226,3102226,259,266
30201102227-PET,PETRIE,302011022,Bald Hills,30201102227,3102227,332,353
30201102228-PET,PETRIE,302011022,Bald Hills,30201102228,3102228,210,219
30201102229-PET,PETRIE,302011022,Bald Hills,30201102229,3102229,307,309
30201102230-PET,PETRIE,302011022,Bald Hills,30201102230,3102230,229,231
30201102301-LIL,LILLEY,302011023,Bridgeman Downs,30201102301,3102301,402,418
30201102302-LIL,LILLEY,302011023,Bridgeman Downs,30201102302,3102302,263,282
30201102303-LIL,LILLEY,302011023,Bridgeman Downs,30201102303,3102303,245,260
30201102304-DIC,DICKSON,302011023,Bridgeman Downs,30201102304,3102304,384,379
30201102305-DIC,DICKSON,302011023,Bridgeman Downs,30201102305,3102305,264,273
30201102306-DIC,DICKSON,302011023,Bridgeman Downs,30201102306,3102306,189,208
30201102307-DIC,DICKSON,302011023,Bridgeman Downs,30201102307,3102307,296,316
30201102308-DIC,DICKSON,302011023,Bridgeman Downs,30201102308,3102308,372,367
30201102309-PET,PETRIE,302011023,Bridgeman Downs,30201102309,3102309,387,418
30201102310-DIC,DICKSON,302011023,Bridgeman Downs,30201102310,3102310,226,236
30201102311-DIC,DICKSON,302011023,Bridgeman Downs,30201102311,3102311,316,343
30201102311-LIL,LILLEY,302011023,Bridgeman Downs,30201102311,3102311,0,0
30201102312-DIC,DICKSON,302011023,Bridgeman Downs,30201102312,3102312,329,354
30201102312-LIL,LILLEY,302011023,Bridgeman Downs,30201102312,3102312,0,0
30201102314-DIC,DICKSON,302011023,Bridgeman Downs,30201102314,3102314,0,0
30201102314-LIL,LILLEY,302011023,Bridgeman Downs,30201102314,3102314,189,205
30201102315-PET,PETRIE,302011023,Bridgeman Downs,30201102315,3102315,715,774
30201102317-PET,PETRIE,302011023,Bridgeman Downs,30201102317,3102317,234,261
30201102318-PET,PETRIE,302011023,Bridgeman Downs,30201102318,3102318,400,413
30201102320-PET,PETRIE,302011023,Bridgeman Downs,30201102320,3102320,348,370
30201102321-DIC,DICKSON,302011023,Bridgeman Downs,30201102321,3102321,444,474
30201102321-LIL,LILLEY,302011023,Bridgeman Downs,30201102321,3102321,0,0
30201102322-DIC,DICKSON,302011023,Bridgeman Downs,30201102322,3102322,508,515
30201102323-PET,PETRIE,302011023,Bridgeman Downs,30201102323,3102323,341,358
30201102324-PET,PETRIE,302011023,Bridgeman Downs,30201102324,3102324,387,409
30201102325-PET,PETRIE,302011023,Bridgeman Downs,30201102325,3102325,527,566
30201102326-PET,PETRIE,302011023,Bridgeman Downs,30201102326,3102326,140,138
30201102327-DIC,DICKSON,302011023,Bridgeman Downs,30201102327,3102327,154,166
30201102328-PET,PETRIE,302011023,Bridgeman Downs,30201102328,3102328,196,201
